ID,Name,Company,Category,Subcategory,Input Type,Output Type,Task Description,Cost,Ease of Use,Integration,Languages,Rating,Popularity,Accuracy ,Speed ,Training Domain,Link,Unnamed: 18
90.0,ai dungeon,latitude,gaming,dynamic roleplay story generator,text,interactive rp,"AI roleplaying platform that creates dynamic, branching storylines. Players can explore infinite adventures with real-time narrative adaptation. Popular among gaming and creative communities.",free,1.0,"web, mobile app",english,0.8800000000000001,0.5,85%,Medium,gaming,https://play.aidungeon.io/,unknown
91.0,flowgpt,flowgpt,productivity & workflow,community ai prompt marketplace,text,prompts,"Community-driven platform for discovering, sharing, and rating AI prompts. Helps users maximize productivity and creativity by leveraging tested prompt engineering techniques.",free,1.0,web,english,0.9,0.5,87%,Fast,productivity,https://flowgpt.com/,unknown
92.0,wist labs,wist labs,video,ai-powered interactive video editor,video,edited videos,"AI video editor that cuts, enhances, and adds interactivity to video content. Designed for creators who want to engage audiences with clickable and immersive video experiences.",free,2.0,web,english,0.82,0.5,77%,Medium,video,https://wistlabs.com/,unknown
93.0,vidyo.ai,vidyo,video,podcast/video repurposing ai,video,short clips,AI platform that automatically converts podcasts and long-form videos into social-ready short clips. Includes auto-captioning and viral formatting.,free,1.0,web,english,0.9,0.5,86%,Fast,video editing,https://vidyo.ai/,unknown
94.0,flair ai,flair,design,brand asset & marketing visual generator,text/image,visual assets,"AI-powered tool for generating branded marketing visuals, product imagery, and design elements. Helps small businesses scale design efforts without full-time design staff.",free,1.0,web,multilingual,0.9,0.5,84%,Fast,design,https://flair.ai/,unknown
95.0,uizard,uizard,design,text-to-ui mockup & wireframe generator,text/image,ui mockups,"Transforms sketches, screenshots, or text prompts into UI mockups and interactive wireframes. Useful for designers, developers, and product teams working on app and web design.",free,1.0,web,multilingual,0.9199999999999999,0.5,89%,Fast,design,https://uizard.io/,unknown
96.0,galeby ai,galeby,productivity & workflow,ai document knowledge assistant,text,answers,AI platform for querying and retrieving answers from enterprise or personal documents. Designed to support knowledge management and internal business processes.,free,2.0,"web, api",english,0.8400000000000001,0.5,78%,Medium,productivity,https://galeby.com/,unknown
97.0,unbounce smart copy,unbounce,marketing,landing page & ad copy generator,text,copy,"AI copy generator focused on landing pages, ads, and marketing campaigns. Designed to increase conversions through optimized text tailored to target audiences.",free,1.0,web,english,0.8800000000000001,0.5,83%,Medium,marketing,https://unbounce.com/smart-copy/,unknown
98.0,cuff,cuff,productivity & workflow,ai team productivity tracker,text,reports,AI tool for tracking team productivity and providing summaries of time usage. Helps managers optimize workflows and identify bottlenecks.,free,1.0,web,english,0.82,0.5,75%,Medium,productivity,https://getcuff.com/,unknown
99.0,tella,tella,video,ai screen recording & editing tool,video,recordings,"Screen and webcam recording tool enhanced with AI features like auto-editing, captioning, and presentation structuring.",free,1.0,web,english,0.9,0.5,85%,Medium,video,https://tella.tv/,unknown
100.0,looria,looria,research,ai product recommendation engine,text,product lists,"AI-driven product discovery platform that suggests best options based on user needs and reviews. Helps consumers save time by comparing specs, prices, and features.",free,1.0,web,english,0.86,0.5,82%,Fast,research,https://www.looria.com/,unknown
101.0,browse ai,browse ai,automation,no-code web scraping & monitoring,text,data,"AI tool for building scrapers and monitoring websites without code. Captures structured data and exports it for business, research, and analytics use cases.",free,2.0,web,english,0.9,0.5,88%,Medium,automation,https://www.browse.ai/,unknown
102.0,vise ai,vise,finance,ai portfolio management assistant,text,reports,"Portfolio intelligence platform for financial advisors. Uses AI to generate reports, insights, and portfolio optimization recommendations.",unknown,4.0,"web, api",english,0.86,0.5,83%,Medium,finance,https://www.vise.com/,unknown
103.0,tableau pulse ai,salesforce,analytics,ai bi insights assistant,text,dashboards,"Embedded AI assistant inside Tableau that enables natural language queries, anomaly detection, and automated insights in dashboards.",unknown,4.0,"web, plugin",english,0.9199999999999999,0.5,90%,Medium,analytics,https://www.tableau.com/,unknown
104.0,copilot studio,microsoft,productivity & workflow,custom enterprise copilot builder,text,bots,"Platform for building custom AI copilots integrated into Microsoft 365 and enterprise systems. Supports workflow automation, conversational bots, and knowledge retrieval.",unknown,4.0,"web, api",multilingual,0.9199999999999999,0.5,91%,Medium,productivity,https://www.microsoft.com/en-us/microsoft-copilot-studio,unknown
105.0,lumen5,lumen5,video,ai marketing video creator,text,videos,"AI-powered video creation platform that transforms blog posts and text into social-ready videos with templates, transitions, and branding tools.",free,1.0,web,english,0.9199999999999999,0.5,87%,Fast,video,https://lumen5.com/,unknown
106.0,embedbot,embedbot,automation,ai chatbot builder from documents,text,bots,"Lets users create AI-powered chatbots trained on documents or websites. Useful for customer support, onboarding, and interactive FAQs.",free,2.0,"web, api",english,0.86,0.5,80%,Medium,automation,https://www.embedbot.com/,unknown
107.0,athenian,athenian,analytics,engineering performance insights,text,reports,"Provides analytics for engineering teams by measuring productivity, bottlenecks, and code velocity. Helps managers make data-driven decisions about developer performance.",unknown,4.0,"web, api",english,0.8400000000000001,0.5,78%,Medium,analytics,https://athenian.com/,unknown
108.0,livedoc,livedoc,productivity & workflow,ai document collaboration assistant,text,documents,"Collaborative documentation platform enhanced with AI summarization, knowledge retrieval, and content suggestions for teams.",free,2.0,web,english,0.86,0.5,79%,Medium,productivity,https://livedoc.ai/,unknown
109.0,wysa,wysa,health,ai mental health chatbot & cbt coach,text,conversations,"AI mental health chatbot providing CBT (Cognitive Behavioral Therapy) based exercises, journaling, and emotional support. Widely used for self-care and stress management.",free,1.0,mobile app,english,0.9199999999999999,0.5,89%,Medium,health,https://wysa.io/,unknown
110.0,fireworks ai,fireworks ai,development,ai model deployment & hosting platform,text,apis,"Provides infrastructure for deploying, scaling, and serving custom AI models through APIs. Aimed at developers and enterprises needing production-ready model hosting.",unknown,3.0,"api, web",english,0.8800000000000001,0.5,85%,Medium,development,https://fireworks.ai/,unknown
111.0,postwise,postwise,marketing,ai social media post writer & scheduler,text,posts,"Social media content tool that generates posts for LinkedIn and X (Twitter). Includes scheduling, analytics, and engagement optimization.",free,1.0,web,english,0.86,0.5,82%,Fast,marketing,https://postwise.ai/,unknown
112.0,akri,akri,automation,ai data pipeline & system connector,text,pipelines,"AI-based middleware that connects data sources, APIs, and workflows into automated pipelines. Helps businesses unify disconnected systems with minimal engineering effort.",free,3.0,"api, web",english,0.8400000000000001,0.5,77%,Medium,automation,https://akri.io/,unknown
113.0,supermeme.ai,supermeme.ai,social media,ai meme generator with contextual awareness,text/image,memes,AI tool that generates memes from text prompts or uploaded images. Adds humor and context for social campaigns. Popular among marketers and content creators for viral engagement.,free,1.0,web,multilingual,0.8800000000000001,0.5,83%,Fast,social media,https://www.supermeme.ai/,unknown
114.0,durable,durable,development,ai website builder for businesses,text,websites,"No-code AI website builder that generates full websites, including layout, design, and marketing copy. Targeted at small businesses and freelancers who need instant online presence.",unknown,1.0,web,english,0.9,0.5,86%,Fast,development,https://durable.co/,unknown
115.0,name,company,category,subcategory,input type,output type,Task Description,unknown,0.0,integration,languages,0.9199999999999999,0.5,Accuracy,Speed,training domain,Website,unknown
116.0,grammarly,"grammarly, inc.","text, productivity","grammar checking, writing enhancement, style suggestions",text,corrected text,"AI-powered writing assistant to improve grammar, spelling, and style. Trained on diverse text datasets for clarity and correctness.",free,1.0,"web, browser, api",english,0.96,0.5,90–95%,Fast,writing enhancement & productivity,https://www.grammarly.com/,unknown
117.0,quillbot,"quillbot, inc.","text, productivity","paraphrasing, summarization, grammar checking",text,rewritten text,"AI platform for paraphrasing, summarizing, and improving written content. Trained on large language datasets.",free,1.0,"web, api",english,0.9199999999999999,0.5,85–90%,Fast,writing assistance & productivity,https://quillbot.com/,unknown
